model,protocol,split,scope,site_id,n_eval,n_missing,mae,rmse,r2,nrmse,daylight_n,daylight_mae,daylight_nrmse
xgboost,seen,test,SITE,3,5908,5990,0.6509505602415745,1.1271497044589,0.9263645140502477,0.011371704504688012,5907,0.6510474538493322,0.011372662345398776
xgboost,seen,test,SITE,30,4152,4653,0.5350597788219076,0.8463023559389558,0.8878930333102506,0.008538262730574155,4152,0.5350597788219076,0.008538262730574155
xgboost,seen,test,SITE,31,4687,4951,0.9601329311733247,1.5652103250693243,0.8967324185605595,0.015791255796779605,4686,0.9603313742149057,0.015792940018296907
xgboost,seen,test,SITE,34,5121,5726,0.267523885325028,0.4214211343343608,0.8759530720074878,0.004251677122145336,5121,0.267523885325028,0.004251677122145336
xgboost,seen,test,SITE,37,4665,4973,0.6103822009675883,0.9818670217054072,0.8837907535456789,0.009905961550237992,4664,0.6105065749347925,0.009907022441833321
xgboost,seen,test,SITE,38,4724,4914,0.7115931590351889,1.141213980066213,0.8822219727986065,0.01151359762291904,4723,0.7117358966541826,0.011514815132458616
xgboost,seen,test,SITE,39,4106,4699,0.43736542031510073,0.682121566525023,0.875882814876233,0.006881858603264435,4106,0.43736542031510073,0.006881858603264435
xgboost,seen,test,SITE,4,3025,4057,0.16300488900424034,0.21983833827233634,0.8232862322978344,0.0022179277621642767,3023,0.16306265820159133,0.0022185146402861258
xgboost,seen,test,SITE,40,4711,4927,0.905818773254458,1.4722194212057782,0.8983428266740637,0.014853079549048832,4710,0.9060003654987823,0.014854654368927479
xgboost,seen,test,SITE,41,5780,6118,0.9534083336875306,1.6819693090683785,0.9479156388860923,0.016969225909402964,5769,0.9549497623292965,0.01698526015271738
xgboost,seen,test,SITE,42,5814,6084,0.30841249568784485,0.5338009481646071,0.9273794826721413,0.005385466209889368,5814,0.30841249568784485,0.005385466209889368
xgboost,seen,test,SITE,5,1958,5124,0.15992297266017308,0.2686821892715711,0.7159202254578632,0.0027107086574056517,1957,0.15996833464657098,0.002711352582685598
xgboost,seen,test,SITE,6,3094,3212,1.4006383137821996,2.3960894001527953,0.926738098248628,0.024173914536430845,3076,1.4085222358230418,0.024244475853056086
xgboost,seen,test,SITE,8,3046,3260,1.386626460245191,2.322646347917956,0.9253630787373162,0.02343295467579025,3034,1.3918547096490939,0.023479183775347478
xgboost,unseen,val,ALL,,160581,226630,1.8784212807671,2.728780250968705,-0.2261275346675542,0.02753040039800321,160576,1.8784691916195906,0.02753082195475758
xgboost,unseen,val,SITE,14,28145,35819,1.0154360995272413,1.4557559797781088,0.8579639656166955,0.01468698147857507,28140,1.015556156639656,0.014688210729716688
xgboost,unseen,val,SITE,16,19547,27577,1.8141382823543803,2.2227303756662558,-4.56039397835027,0.022424912081935873,19547,1.8141382823543803,0.022424912081935873
xgboost,unseen,val,SITE,28,24512,35436,1.9215732494888307,2.3467701304995443,-6.049613445693959,0.023676337188306504,24512,1.9215732494888307,0.023676337188306504
xgboost,unseen,val,SITE,32,28150,36102,1.061316095895798,1.4244339690620782,0.4595867891209864,0.01437097673763752,28150,1.061316095895798,0.01437097673763752
xgboost,unseen,val,SITE,35,29233,43371,1.115341440358305,1.5023002206657372,0.1922188966652667,0.015156561829503892,29233,1.115341440358305,0.015156561829503892
xgboost,unseen,val,SITE,9,30994,48325,4.130345542477742,5.021147403744098,-76.75810204214918,0.05065787119845827,30994,4.130345542477742,0.05065787119845827
xgboost,unseen,test,ALL,,162456,247325,1.2419676115686944,1.8121780838761712,0.7951030554063843,0.018282889662473375,162399,1.2418199318581447,0.018281416387791818
xgboost,unseen,test,SITE,13,31630,45673,1.093922661117395,1.6363092760613203,0.8096433548992383,0.016508566246381688,31625,1.0940222748854491,0.016509734197572144
xgboost,unseen,test,SITE,26,28281,35971,0.9480790888650775,1.312854671733118,0.628331188380437,0.013245263983558608,28241,0.9463048642064236,0.013217885242545392
xgboost,unseen,test,SITE,29,24680,35723,1.9846070826862678,2.388423185044206,-6.859204183721234,0.02409657083262701,24680,1.9846070826862678,0.02409657083262701
xgboost,unseen,test,SITE,33,29088,35164,1.2654155658691515,1.8708078075757537,0.8778046404518804,0.018874399282238767,29079,1.2656995059250908,0.018877209959337504
xgboost,unseen,test,SITE,36,28585,35667,0.9609811956978177,1.3368595336278744,0.7763344161361195,0.013487446716751143,28583,0.961021937607229,0.013487880525189413
xgboost,unseen,test,SITE,7,20192,59127,1.3417954418554994,2.295392036087789,0.7596443212350288,0.02315798855604126,20191,1.3418352842555923,0.023158530596416118
